"Store No.","Name","Latitude","Longitude","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Updated Date","Country","Status","Direction URL","NAICS 1","NAICS 2","SIC 1","SIC 2","Stock Ticker"
"001.005.1727","Chili's Franklin","42.927081","-87.9503","6439 South 27th Street","Franklin","WI","53132","Milwaukee","414-761-5889","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/wisconsin/franklin/east-franklin","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6439+South+27th+Street,+Franklin,+WI,+53132,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.811.0002","Chili's Myrtle Beach","33.756498","-78.964931","100 Orchard Rd","Myrtle Beach","SC","29579","Horry","843-903-0607","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/south-carolina/myrtle-beach/carolina-forest-bonnaroo-ii","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/100+Orchard+Rd,+Myrtle+Beach,+SC,+29579,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1750","Chili's Bloomington","40.5087","-88.9525","2107 N Veterans Pkwy","Bloomington","IL","61704","McLean","309-663-8060","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/illinois/bloomington/normal","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2107+N+Veterans+Pkwy,+Bloomington,+IL,+61704,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1801","Chili's New Lenox","41.508745","-87.9205","2390 E Lincoln Hwy","New Lenox","IL","60451","Will","815-463-8743","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/illinois/new-lenox/new-lenox","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2390+E+Lincoln+Hwy,+New+Lenox,+IL,+60451,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0724","Chili's Stephenville","32.204248","-98.239411","2805 West Washington Street","Stephenville","TX","76401","Erath","254-968-7800","monday:- 10:45 - 23:00 | tuesday:- 10:45 - 23:00 | wednesday:- 10:45 - 23:00 | thursday:- 10:45 - 23:00 | friday:- 10:45 - 24:00 | saturday:- 10:45 - 24:00 | sunday:- 10:45 - 23:00","https://www.chilis.com/locations/us/texas/stephenville/stephenville","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2805+West+Washington+Street,+Stephenville,+TX,+76401,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1281","Chili's San Antonio","29.5174382","-98.4632451","8502 Broadway Street","San Antonio","TX","78217","Bexar","210-822-2639","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/texas/san-antonio/410-broadway","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/8502+Broadway+Street,+San+Antonio,+TX,+78217,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1403","Chili's Deland","29.0615274","-81.3051602","1700 N Woodland Blvd","Deland","FL","32720","Volusia","386-736-3577","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/deland/deland","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1700+N+Woodland+Blvd,+Deland,+FL,+32720,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1728","Chili's Florissant","38.805164","-90.297026","13901 New Halls Ferry Rd","Florissant","MO","63033","St. Louis","314-831-0548","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/missouri/florissant/florissant","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/13901+New+Halls+Ferry+Rd,+Florissant,+MO,+63033,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1378","Chili's Lake Wales","27.9538754","-81.6195145","23535 Us Hwy 27","Lake Wales","FL","33859","Polk","863-676-9500","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/lake-wales/lake-wales","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/23535+Us+Hwy+27,+Lake+Wales,+FL,+33859,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1824","Chili's Staunton","38.136871","-79.045132","1025 Richmond Rd","Staunton","VA","24401","Staunton city","540-887-0082","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/virginia/staunton/staunton","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1025+Richmond+Rd,+Staunton,+VA,+24401,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1229","Chili's Roseville","38.7954649","-121.292088","10585 Fairway Dr","Roseville","CA","95678","Placer","916-780-1907","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/roseville/west-roseville","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/10585+Fairway+Dr,+Roseville,+CA,+95678,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1427","Chili's Beeville","28.423026","-97.756113","400 E Fm 351","Beeville","TX","78102","Bee","361-354-5600","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/texas/beeville/beeville","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/400+E+Fm+351,+Beeville,+TX,+78102,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1616","Chili's Victor","43.009562","-77.445114","7491 Victor Pittsford Rd","Victor","NY","14564","Ontario","585-924-0220","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/new-york/victor/victor","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/7491+Victor+Pittsford+Rd,+Victor,+NY,+14564,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1343","Chili's Windsor","41.891641","-72.6499079","1035 Kennedy Road","Windsor","CT","06095","Hartford","860-687-1388","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/connecticut/windsor/windsor","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1035+Kennedy+Road,+Windsor,+CT,+06095,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0763","Chili's Mansfield","32.5898245","-97.1424332","1751 Highway 287 N","Mansfield","TX","76063","Tarrant","817-453-5900","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 24:00 | saturday:- 10:45 - 24:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/texas/mansfield/mansfield","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1751+Highway+287+N,+Mansfield,+TX,+76063,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1049","Chili's Lake Havasu City","34.470357","-114.342839","120 Swanson Avenue","Lake Havasu City","AZ","86403","Mohave","928-854-5450","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/arizona/lake-havasu-city/lake-havasu","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/120+Swanson+Avenue,+Lake+Havasu+City,+AZ,+86403,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0467","Chili's Lawrenceville","33.9719275","-84.01745","947 Lawrenceville Suwanee Rd","Lawrenceville","GA","30043","Gwinnett","770-513-0970","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/georgia/lawrenceville/lawrenceville","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/947+Lawrenceville+Suwanee+Rd,+Lawrenceville,+GA,+30043,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1327","Chili's Los Banos","37.056572","-120.82608","1905 E Pacheco Blvd","Los Banos","CA","93635","Merced","209-827-6502","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/los-banos/pacheco-blvd","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1905+E+Pacheco+Blvd,+Los+Banos,+CA,+93635,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0757","Chili's Albuquerque","35.1120138","-106.7014174","2560 Coors Nw","Albuquerque","NM","87120","Bernalillo","505-831-7298","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/new-mexico/albuquerque/coors-blvd","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2560+Coors+Nw,+Albuquerque,+NM,+87120,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.098.0737","Chili's Birmingham","33.602777","-86.638296","1676 Gadsden Highway","Birmingham","AL","35235","Jefferson","205-661-6102","monday:- 10:30 - 21:00 | tuesday:- 10:30 - 21:00 | wednesday:- 10:30 - 21:00 | thursday:- 10:30 - 21:00 | friday:- 10:30 - 22:00 | saturday:- 10:30 - 22:00 | sunday:- 10:30 - 21:00","https://www.chilis.com/locations/us/alabama/birmingham/trussville-valenti","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1676+Gadsden+Highway,+Birmingham,+AL,+35235,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1847","Chili's Holland","41.61318","-83.696119","6505 Centers Dr","Holland","OH","43528","Lucas","419-866-8781","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/ohio/holland/toledo-i","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6505+Centers+Dr,+Holland,+OH,+43528,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1582","Chili's Vestal","42.095778","-76.0050433","2553 Vestal Pkwy","Vestal","NY","13850","Broome","607-729-4759","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-york/vestal/vestal","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2553+Vestal+Pkwy,+Vestal,+NY,+13850,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.041.0004","Chili's Hinesville","31.830689","-81.597959","623 West Oglethorpe Highway","Hinesville","GA","31313","Liberty","912-408-4800","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/georgia/hinesville/hinesville-bonnaroo","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/623+West+Oglethorpe+Highway,+Hinesville,+GA,+31313,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1117","Chili's Pinellas Park","27.8375481","-82.6830665","7250 Us Highway 19 N","Pinellas Park","FL","33781","Pinellas","727-528-0870","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/pinellas-park/parkside-mall","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/7250+Us+Highway+19+N,+Pinellas+Park,+FL,+33781,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1606","Chili's Richmond","29.66965","-95.74897","10211 W Grand Parkway South","Richmond","TX","77407","Fort Bend","281-746-9600","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/texas/richmond/richmond","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/10211+W+Grand+Parkway+South,+Richmond,+TX,+77407,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1645","Chili's Evergreen Park","41.7203424","-87.6824957","2401 W 95th St","Evergreen Park","IL","60805","Cook","708-765-3021","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/illinois/evergreen-park/evergreen-park","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2401+W+95th+St,+Evergreen+Park,+IL,+60805,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0269","Chili's Escondido","33.1160855","-117.0970038","1105 W Valley Pkwy","Escondido","CA","92025","San Diego","760-737-5101","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/escondido/escondido","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1105+W+Valley+Pkwy,+Escondido,+CA,+92025,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1084","Chili's El Centro","32.763785","-115.534361","3303 S Dogwood Road","El Centro","CA","92243","Imperial","760-352-2116","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/el-centro/el-centro","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3303+S+Dogwood+Road,+El+Centro,+CA,+92243,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
